"","Subject","Activity","tBodyAccJerk","tBodyGyro","tBodyGyroJerk","tBodyAccMag","tGravityAccMag","tBodyAccJerkMag","tBodyGyroMag","tBodyGyroJerkMag","fBodyAcc","fBodyAccJerk","fBodyGyro","fBodyAccMag","fBodyBodyAccJerkMag","fBodyBodyGyroMag","fBodyBodyGyroJerkMag"
"24",4,"LAYING",-0.467508707178941,-0.471468241088272,-0.526713790604938,-0.94292490987963,-0.94292490987963,-0.965441101203704,-0.93863412212963,-0.98388335787037,-0.954365006296296,-0.967100530771605,-0.966325924074074,-0.93828883862963,-0.960162122314815,-0.954328492685185,-0.9830763525
"25",5,"WALKING",-0.156412232814673,-0.225093684649226,-0.211477803209821,-0.26775870389375,-0.26775870389375,-0.285287650428571,-0.424054953571429,-0.466866115803571,-0.25109132500119,-0.354308108632262,-0.425365124160714,-0.412314707482143,-0.287583518575893,-0.537002167857143,-0.501859437857143
"26",5,"WALKING_UPSTAIRS",-0.153220962966986,-0.19739526325922,-0.24528840557961,-0.0465900907835106,-0.0465900907835106,-0.27879501143617,-0.295102399759574,-0.515738116702128,-0.11250382092766,-0.348787593832624,-0.367595919418794,-0.211676726074468,-0.321645807457447,-0.416504791382979,-0.571914579255319
"27",5,"WALKING_DOWNSTAIRS",-0.0497161109921986,-0.192678201205319,-0.196876635341667,0.208280614797872,0.208280614797872,-0.0465049534595745,-0.28935407028617,-0.423749416702128,-0.0311826914932624,-0.17258909824461,-0.338867017975426,0.0992977655680851,-0.040275878572766,-0.416739844493617,-0.470412834787234
"28",5,"SITTING",-0.470978589555212,-0.483386329000379,-0.514927662383333,-0.929458675113636,-0.929458675113636,-0.967538943636364,-0.932858228522727,-0.97212044875,-0.941945941190909,-0.967796848484848,-0.952481559090909,-0.930979947840909,-0.965492812840909,-0.93975359375,-0.971136886818182
"29",5,"STANDING",-0.466613079685387,-0.460961500169256,-0.503703511349702,-0.892939251160714,-0.892939251160714,-0.949912806875,-0.88385667125,-0.953188312232143,-0.911202341931548,-0.953820332202381,-0.919609041130952,-0.895693281607143,-0.942713931607143,-0.886728957767857,-0.949241450446429
"30",5,"LAYING",-0.474006207069295,-0.476563324676955,-0.528375185918269,-0.962695334615385,-0.962695334615385,-0.978809199615385,-0.95261311125,-0.98509540125,-0.969152365929487,-0.978211997019231,-0.973086565801282,-0.962380176730769,-0.976869157307692,-0.963760066057692,-0.984026259423077
"31",6,"WALKING",-0.109064525933918,-0.19615625676345,-0.157292556088889,-0.2167874405,-0.2167874405,-0.132859995447368,-0.323405378947368,-0.34299941272807,-0.223279255853421,-0.256271624442398,-0.357357732246199,-0.311534850578947,-0.0759506968149123,-0.420164723,-0.387289720302632
"32",6,"WALKING_UPSTAIRS",-0.118181548433954,-0.147314880966307,-0.168787532515654,-0.0306858933871569,-0.0306858933871569,-0.188675081147059,-0.164507477173529,-0.391487609617647,-0.114733988762778,-0.282098192073203,-0.250832963899346,-0.152054686643529,-0.173801537709216,-0.274400453811765,-0.457587026397059
"33",6,"WALKING_DOWNSTAIRS",0.0348718789539583,-0.0874789868940625,-0.0167733650451389,0.3536833228125,0.3536833228125,0.1566736233125,-0.0141799464691667,-0.097082550788125,0.111846730456597,0.00525134898469445,-0.118662294111806,0.270290395822917,0.199321560095833,-0.128363700360417,-0.139219464930521
"34",6,"SITTING",-0.465322352874939,-0.480482839229091,-0.506316942650061,-0.940558093454545,-0.940558093454545,-0.955457664909091,-0.926981642454545,-0.956539899818182,-0.94555177530303,-0.958718908545454,-0.945654833969697,-0.937648797090909,-0.947826677,-0.929637410454546,-0.951615629727273
"35",6,"STANDING",-0.468845079437573,-0.474720807207895,-0.51140375294386,-0.942166563070175,-0.942166563070175,-0.961600791052632,-0.92764815868421,-0.957971228421053,-0.946314080906433,-0.964073749269006,-0.944656234093567,-0.945256955789474,-0.955647792105263,-0.924886529298246,-0.953756818859649
"36",6,"LAYING",-0.460195088063567,-0.462371968773684,-0.513879114581754,-0.908102548394737,-0.908102548394737,-0.952546219649123,-0.914947335877193,-0.954401369912281,-0.931174144617836,-0.954240975818713,-0.94408579628655,-0.908862816026316,-0.95010406754386,-0.929424264824561,-0.954600305964912
"37",7,"WALKING",-0.0771201588800585,-0.191289652988713,-0.177018131837591,-0.148181876164912,-0.148181876164912,-0.110253114857895,-0.252121259179825,-0.197681448035965,-0.116843584012105,-0.202109522371784,-0.359140010654678,-0.251475215052632,-0.0302785439273684,-0.268402340207632,-0.119753116635702
"38",7,"WALKING_UPSTAIRS",-0.245213510122876,-0.214643794218072,-0.362763053253595,-0.266409522714706,-0.266409522714706,-0.464980471666667,-0.328622008892157,-0.669198922254902,-0.296843146596732,-0.527762169313725,-0.450270723784314,-0.396962934117647,-0.476112305294118,-0.489488713882353,-0.688709124901961
"39",7,"WALKING_DOWNSTAIRS",-0.0921894280593972,-0.189942325353511,-0.235386051359574,0.117211778336915,0.117211778336915,-0.0400679956609575,-0.224246211159574,-0.347004318042553,-0.076245542677305,-0.228278339489716,-0.355485596907801,0.120177581940426,0.0876233632042553,-0.325977354553191,-0.321320686435106
"40",7,"SITTING",-0.471522418641944,-0.480053128241042,-0.519210844931944,-0.900194863427083,-0.900194863427083,-0.9734014753125,-0.8979669246875,-0.97893977625,-0.921742552222222,-0.975084146770833,-0.9447544859375,-0.89793620725,-0.969724525833333,-0.914443466666667,-0.976800465104167
"41",7,"STANDING",-0.473829620354497,-0.47800212950783,-0.517826779133648,-0.938157408018868,-0.938157408018868,-0.970973831132075,-0.930932261698113,-0.974742506509434,-0.944855840125786,-0.971971817672956,-0.950147485943396,-0.941449707735849,-0.96825502509434,-0.929276561981132,-0.972785293490566
"42",7,"LAYING",-0.469711092037724,-0.47350095548016,-0.524702833934295,-0.9217157685,-0.9217157685,-0.973719085961538,-0.917228046923077,-0.977106983461538,-0.943608162211538,-0.976161498173077,-0.954852101153846,-0.919259671776923,-0.966712743653846,-0.930011618942308,-0.97176047375
"43",8,"WALKING",-0.0573792674621181,-0.0846614927245139,-0.213704723460069,-0.0643643273947917,-0.0643643273947917,-0.12570164851125,-0.120924571079792,-0.4210432625,-0.0251700804854167,-0.158854307355556,-0.177121151304861,-0.228018130642708,-0.200135269945833,-0.314350713270833,-0.527133210833333
"44",8,"WALKING_UPSTAIRS",-0.103073883958049,-0.0300925764402439,-0.249481218939431,-0.0530868125121951,-0.0530868125121951,-0.184895488806098,0.0285600335853659,-0.447319522926829,0.047992217297561,-0.239732565518699,-0.0636802788004065,-0.269773685379268,-0.255558533620732,-0.206468299871951,-0.519501934390244
"45",8,"WALKING_DOWNSTAIRS",0.0943756507280702,-0.0701341326039912,-0.117193439978596,0.153968589527632,0.153968589527632,0.258018373184211,0.0263568936,-0.141837004868421,0.15203699536886,0.142671022480702,-0.100670650136974,0.0727428318684211,0.233131595578947,-0.127976521942105,-0.194082028372368
"46",8,"SITTING",-0.481640640986986,-0.49904867323913,-0.524089659282609,-0.94104165998913,-0.94104165998913,-0.983364444782609,-0.942841937717391,-0.989282049456522,-0.953462575072464,-0.984055238297101,-0.97291414423913,-0.93985151173913,-0.980126252065217,-0.959528972934783,-0.986938933369565
"47",8,"STANDING",-0.476917827557531,-0.483803300329938,-0.525079619776543,-0.945475034648148,-0.945475034648148,-0.982426518425926,-0.953036643240741,-0.98502046,-0.955632055679012,-0.983024278024691,-0.97266969154321,-0.946187128531481,-0.979440656481481,-0.959342025185185,-0.982770784814815
"48",8,"LAYING",-0.470270140308395,-0.471738108730556,-0.524423762707099,-0.924279481944444,-0.924279481944444,-0.968051003425926,-0.928362056481481,-0.973733651481481,-0.942022215746914,-0.972488197716049,-0.96193518058642,-0.924768812472222,-0.962791973333333,-0.940657960277778,-0.97009861287037
"49",9,"WALKING",-0.132936550418301,-0.206777891165385,-0.285659407560513,-0.238756409807173,-0.238756409807173,-0.260423551317308,-0.392134039182692,-0.555060234230769,-0.213164016878782,-0.316537736339712,-0.400261094330128,-0.416346487990385,-0.319604126153846,-0.538256004519231,-0.613466770961538
"50",9,"WALKING_UPSTAIRS",-0.248430241032789,-0.15709058913102,-0.358086667649796,-0.330474809285714,-0.330474809285714,-0.443076469081633,-0.254581605217347,-0.710745908673469,-0.340667970438095,-0.536839173673469,-0.336668921383673,-0.441409905204082,-0.452234430306122,-0.494162009540816,-0.760970520102041
"51",9,"WALKING_DOWNSTAIRS",-0.0898667262170635,-0.177162227669683,-0.266278568663095,0.205503244650476,0.205503244650476,-0.0612341353619048,-0.245626432697619,-0.462441929642857,-0.0402866484794841,-0.240638875339286,-0.338774080742857,0.155535554202381,0.0388606963345238,-0.385855481904762,-0.474165480357143
"52",9,"SITTING",-0.467509184635833,-0.4685581959512,-0.516295737644333,-0.8785590759,-0.8785590759,-0.9580820001,-0.9049209287,-0.969862605,-0.900969509680667,-0.961875889566667,-0.939487902233333,-0.8834453543,-0.9512227111,-0.9204544835,-0.9671563013
"53",9,"STANDING",-0.470005766164037,-0.466446558532926,-0.514876780022963,-0.940636246444444,-0.940636246444444,-0.966644378333333,-0.914660813111111,-0.967555547555556,-0.948077515925926,-0.968861569925926,-0.937438506703704,-0.943297859111111,-0.963418021777778,-0.920339363666667,-0.966131213555556
"54",9,"LAYING",-0.465786350416733,-0.483620059482667,-0.512153903611333,-0.92299761888,-0.92299761888,-0.9592006772,-0.9028414868,-0.9586631894,-0.937156672433333,-0.963207707333333,-0.943316664766667,-0.924267016797,-0.9547076489,-0.9110029585,-0.9540483624
"55",10,"WALKING",-0.0691999937738994,-0.135363111700764,-0.240097149704088,-0.156501654068868,-0.156501654068868,-0.0475083271444245,-0.279241933009434,-0.470695776603774,-0.207404658658491,-0.188372354029371,-0.277938577634277,-0.231747843120755,0.0353638575983962,-0.456188353301887,-0.51637056745283
"56",10,"WALKING_UPSTAIRS",-0.155394493960638,-0.0870034100095745,-0.290852461013298,-0.119099904845064,-0.119099904845064,-0.244024120168085,-0.0346026444289362,-0.570867661914894,-0.122917760566738,-0.34576773564766,-0.215089164637943,-0.26415212812766,-0.243959095606383,-0.216170533457447,-0.635936780212766
"57",10,"WALKING_DOWNSTAIRS",-0.0146730786482018,-0.135098975092105,-0.216855003920614,0.203920987407895,0.203920987407895,0.0807891270531579,-0.152114827155263,-0.447980033815789,0.00998688669342105,-0.0952258756127193,-0.213475384919781,0.0792207096434211,0.0975023583657895,-0.350063807368421,-0.514592501973684
"58",10,"SITTING",-0.479406444460617,-0.495056509117284,-0.526398218904815,-0.950213395555556,-0.950213395555556,-0.986632046944445,-0.953633310648148,-0.992701842037037,-0.960206588712963,-0.986182001049383,-0.97896043595679,-0.948396481759259,-0.984583771296296,-0.968459844351852,-0.991800315092593
"59",10,"STANDING",-0.46567499368303,-0.475842207017652,-0.516032163940152,-0.944626722954546,-0.944626722954546,-0.958611016477273,-0.925137035,-0.968023536022727,-0.94860989155303,-0.961813782916667,-0.947470083787879,-0.942579205227273,-0.9518698275,-0.930374146931818,-0.965334948409091
"60",10,"LAYING",-0.47075232755181,-0.479863671561897,-0.519122243156322,-0.948541737068965,-0.948541737068965,-0.971895707931034,-0.932531082155172,-0.965231890258621,-0.960306292936782,-0.974208908505747,-0.961919430632184,-0.947576541896552,-0.9669693375,-0.935696978965517,-0.960874848534483
"61",11,"WALKING",-0.208035992045763,-0.259829894683066,-0.334699252533051,-0.388029693559322,-0.388029693559322,-0.402737243389831,-0.490082228389831,-0.692202060847458,-0.358231336768249,-0.45989098706017,-0.513587022542373,-0.521485027288136,-0.406281474915254,-0.604984033305085,-0.762744261101695
"62",11,"WALKING_UPSTAIRS",-0.266332138475864,-0.258835572421296,-0.404941386848611,-0.211093385953704,-0.211093385953704,-0.500036754259259,-0.316479099675926,-0.779220926759259,-0.260446072174074,-0.569334938518519,-0.521525006663889,-0.356044453148148,-0.494815981574074,-0.465661521388889,-0.809207416296296
"63",11,"WALKING_DOWNSTAIRS",-0.11625416906087,-0.213793685689855,-0.301825197565942,0.0885010112554348,0.0885010112554348,-0.162611681673913,-0.268616594377174,-0.638522674565217,-0.0766870530710145,-0.285975996176087,-0.399426895413043,-0.0234211513532609,-0.135558375171739,-0.418364767930435,-0.691285098478261
"64",11,"SITTING",-0.474374252511164,-0.493768543616352,-0.524122597084277,-0.95327629509434,-0.95327629509434,-0.976933680943396,-0.955924480188679,-0.987887847924528,-0.96002685172956,-0.977298375660377,-0.97505459,-0.95079399754717,-0.973802232830189,-0.965255596509434,-0.986431600943396
"65",11,"STANDING",-0.479068620148298,-0.496648577702128,-0.52741951643617,-0.982579602765957,-0.982579602765957,-0.98904816893617,-0.978524724468085,-0.993003675106383,-0.982536663191489,-0.987518633404255,-0.985126859503546,-0.981879691595745,-0.988328913191489,-0.980007115319149,-0.992629244148936
"66",11,"LAYING",-0.474747920664123,-0.471982053218363,-0.528225336710526,-0.976756504824561,-0.976756504824561,-0.979917743508772,-0.95361846745614,-0.98755886245614,-0.976560281695906,-0.980374093157895,-0.974755214005848,-0.975015850087719,-0.976033652982456,-0.960971205,-0.984774152719298
"67",12,"WALKING",-0.0907702418335667,-0.230800670239233,-0.268594246720767,-0.169588709634,-0.169588709634,-0.082174986564,-0.38456935296,-0.533192113,-0.228225771649333,-0.228497010588533,-0.441057081093333,-0.281006151092,-0.021933167017,-0.4686529997,-0.563055227
"68",12,"WALKING_UPSTAIRS",-0.219247425902244,-0.240612714482051,-0.343671361832051,-0.257513981634615,-0.257513981634615,-0.381148634615385,-0.4211242675125,-0.694189422307692,-0.313055992827564,-0.480582278519231,-0.479604942923077,-0.342645274807692,-0.333724802115385,-0.579233800951923,-0.723731678269231
"69",12,"WALKING_DOWNSTAIRS",-0.0623902081065217,-0.206993203701449,-0.219004680822101,0.0577873852141304,0.0577873852141304,-0.0207564461858696,-0.266905068488478,-0.447640507065217,-0.108402032527899,-0.16958258721663,-0.367009061383696,0.0214461486782609,0.0595299812054348,-0.384246195963043,-0.472503957586957
"70",12,"SITTING",-0.472329012089477,-0.488540459173203,-0.519705036258824,-0.949846860784314,-0.949846860784314,-0.97374019127451,-0.944338241176471,-0.979326436764706,-0.953835200130719,-0.973804297156863,-0.963020482124183,-0.953295720980392,-0.972333355980392,-0.953486422745098,-0.978870420392157
"71",12,"STANDING",-0.470761736819235,-0.466873969277322,-0.514529502738251,-0.938346440163934,-0.938346440163934,-0.965734770245902,-0.870186495409836,-0.965606572786885,-0.946185294945355,-0.96790442636612,-0.928066223852459,-0.942479865901639,-0.962502302377049,-0.876194968770492,-0.962984765491803
"72",12,"LAYING",-0.468957163274533,-0.470523107635833,-0.518508527346944,-0.942373681166667,-0.942373681166667,-0.966212374666667,-0.933283154666667,-0.966539893583333,-0.952744629388889,-0.968225549777778,-0.955985248555556,-0.943000347533333,-0.962050711333333,-0.942935425083333,-0.96293060975
"73",13,"WALKING",-0.0748298675162281,-0.174716810367953,-0.184775483237719,-0.214095122429825,-0.214095122429825,-0.132496781767281,-0.235954815192982,-0.312813294991228,-0.169560985506257,-0.201309897330146,-0.322557516744737,-0.336494909807018,-0.132851712239912,-0.323712104657895,-0.343906372429825
"74",13,"WALKING_UPSTAIRS",-0.238171542738485,-0.195706416394242,-0.339779358566364,-0.213746561960909,-0.213746561960909,-0.453708192545455,-0.326420782149091,-0.650590642636364,-0.197861543931727,-0.504946449736364,-0.40489122189697,-0.388294158636364,-0.458095407818182,-0.478124054636364,-0.684175022
"75",13,"WALKING_DOWNSTAIRS",-0.0785461830302659,-0.162290823250957,-0.212142141353901,-0.0225366249191489,-0.0225366249191489,-0.0856610179510638,-0.169438556,-0.300021974824468,-0.109015955133617,-0.201983585383379,-0.299211940702837,-0.0790167891585106,-0.0496025247985106,-0.303340884212766,-0.304747382206383
"76",13,"SITTING",-0.48563058156101,-0.495974526146633,-0.526095740955442,-0.947813151122449,-0.947813151122449,-0.989155468571429,-0.957541617755102,-0.992009619693878,-0.96054309164966,-0.988342651632653,-0.97808263829932,-0.947715745336735,-0.988340419387755,-0.968763187653061,-0.99147159377551
"77",13,"STANDING",-0.478248008292722,-0.486689040304854,-0.522993027252924,-0.970041958508772,-0.970041958508772,-0.984332822105263,-0.951402785438596,-0.979917647280702,-0.971577747397661,-0.984338084473684,-0.967873066140351,-0.971419469210526,-0.981299399561403,-0.95217314245614,-0.976832367017544
"78",13,"LAYING",-0.477234195791801,-0.481790026511258,-0.526424675890591,-0.954231257419355,-0.954231257419355,-0.982767048629032,-0.944495296451613,-0.980279785241935,-0.961188468817204,-0.983118651639785,-0.968411372150538,-0.954483406370968,-0.979399367741935,-0.951907526693548,-0.975474723145161
"79",14,"WALKING",-0.192575259809689,-0.129406807748559,-0.299853483474653,-0.254105149788136,-0.254105149788136,-0.408520036779661,-0.16930533620339,-0.562999180338983,-0.189684703453362,-0.438706755932203,-0.277406088394887,-0.415503390254237,-0.442508731186441,-0.28844550059322,-0.623357299152542
"80",14,"WALKING_UPSTAIRS",-0.161269538891975,0.0834762674679012,-0.256778797596296,0.060169767775,0.060169767775,-0.310375051247222,0.332877699648148,-0.442870621630556,0.10379931860463,-0.361455078592284,0.0963812452899691,-0.109619535277778,-0.349295991687037,0.142759264657407,-0.511107344398148
"81",14,"WALKING_DOWNSTAIRS",0.0257683042770741,-0.00254419523703703,-0.16236860023,0.306971814744444,0.306971814744444,0.115034488230111,0.0499127773878889,-0.274932443533333,0.234792153261296,-0.00504079417925926,0.0147263353297037,0.325294868001111,0.190243451088333,-0.151342135629111,-0.305798278881778
"82",14,"SITTING",-0.477600136960117,-0.486386392790123,-0.52460767519537,-0.934846886666667,-0.934846886666667,-0.9749321975,-0.944918763796296,-0.987640798240741,-0.943133312435185,-0.975385819197531,-0.966872334104938,-0.934891895277778,-0.972972376203704,-0.95491925212963,-0.987194708518519
"83",14,"STANDING",-0.473832737793308,-0.475468910552639,-0.518660242068861,-0.94009621225,-0.94009621225,-0.9717014855,-0.937478110333333,-0.9708537725,-0.945790525444444,-0.972328511361111,-0.952693073555556,-0.944757464833333,-0.96994582075,-0.939610562333333,-0.967597448
"84",14,"LAYING",-0.475761311042582,-0.473544216445686,-0.519560132143101,-0.881285684705882,-0.881285684705882,-0.969513650980392,-0.909049302156863,-0.96981555254902,-0.917239134444444,-0.971244189771242,-0.947440079542484,-0.87953485795098,-0.965798015098039,-0.923955918039216,-0.965060680588235
"85",15,"WALKING",-0.165345148054972,-0.211584160721235,-0.293643352201173,-0.255196487416667,-0.255196487416667,-0.315100374064815,-0.334754796796296,-0.590882727962963,-0.258340729884444,-0.383650028101728,-0.419546283820988,-0.366750517234722,-0.31608294012963,-0.485458301111111,-0.649542662685185
"86",15,"WALKING_UPSTAIRS",-0.197345910011806,-0.199344939342257,-0.367374543929167,-0.068761806103125,-0.068761806103125,-0.314706967604167,-0.244823141319792,-0.706295983125,-0.182212497154861,-0.435056167369618,-0.428067624313194,-0.210450744395833,-0.326635039666667,-0.381139718052083,-0.762263420625
"87",15,"WALKING_DOWNSTAIRS",-0.0295609165555556,-0.173777862952579,-0.259533863059524,0.336826697630952,0.336826697630952,0.0611825516813095,-0.202968016405952,-0.536553389642857,0.0619879077845238,-0.111858289669722,-0.311527136249603,0.242137203702381,0.154460542641667,-0.361642918607143,-0.5794342875
"88",15,"SITTING",-0.481029588323599,-0.49169126975904,-0.526421028611836,-0.948323870932203,-0.948323870932203,-0.985373428813559,-0.96040335161017,-0.990954471694915,-0.95683753959322,-0.984649175480226,-0.976775415762712,-0.945473969728813,-0.98398284440678,-0.968570204152542,-0.989842450508475
"89",15,"STANDING",-0.477278025713343,-0.483883811149214,-0.523067129430189,-0.954904024433962,-0.954904024433962,-0.980744963113207,-0.93912407990566,-0.982919952735849,-0.960633436572327,-0.979898866918239,-0.963796551666667,-0.95527069509434,-0.979631436132075,-0.942786101981132,-0.981758900660377
"90",15,"LAYING",-0.474392206655,-0.473365986724769,-0.52346793085787,-0.949327384722222,-0.949327384722222,-0.976767345486111,-0.934324067430556,-0.978442533541667,-0.958046082291667,-0.977474768703704,-0.959357803865741,-0.950754797013889,-0.973105650347222,-0.935247443611111,-0.974186782291667
"91",16,"WALKING",-0.195288492954575,-0.27252628307268,-0.361165992461438,-0.365287980784314,-0.365287980784314,-0.38326552372549,-0.575505168529412,-0.69717513627451,-0.317432772369281,-0.435190409052288,-0.556210922222222,-0.501307113529412,-0.40986312254902,-0.695182771176471,-0.733204571960784
"92",16,"WALKING_UPSTAIRS",-0.234741207810131,-0.240676816975163,-0.400838330064575,-0.284392705882353,-0.284392705882353,-0.488143089803922,-0.413225107254902,-0.767499195294118,-0.284903746978431,-0.525873099640523,-0.520608565604575,-0.394786997156863,-0.497764478921569,-0.581516698529412,-0.806573979705882
